draw_date,n1,n2,n3,n4,n5,prize_3,prize_4
8/25/2013,7,9,13,19,43,9,217.5
8/26/2013,6,21,22,29,30,11,263.5
8/27/2013,2,4,8,14,37,9.5,272.5
8/28/2013,9,17,20,27,42,11.5,246.5
8/29/2013,1,3,9,24,37,9.5,226
8/30/2013,6,7,22,35,37,12,340
8/31/2013,1,7,15,25,35,9.5,228.5
9/1/2013,6,16,19,26,35,11,219.5
9/2/2013,27,28,31,34,40,16,376.5
9/3/2013,10,21,22,25,29,9.5,209
9/4/2013,2,4,22,32,43,13,283.5
9/5/2013,3,10,13,34,40,12,327
9/6/2013,11,29,30,40,43,13.5,335
9/7/2013,19,23,25,29,30,10,204.5
9/8/2013,3,11,18,29,41,11,261.5
9/9/2013,13,25,29,35,41,15,589.5
9/10/2013,2,5,18,39,43,12.5,274
9/11/2013,25,26,30,31,33,13,306
9/12/2013,8,24,30,33,43,12.5,314.5
9/13/2013,6,24,29,32,35,12.5,349.5
9/14/2013,1,10,16,25,28,9,147
9/15/2013,15,23,32,34,41,15,354
9/16/2013,11,13,29,34,35,12,302.5
9/17/2013,12,16,25,28,33,11,241
9/18/2013,6,7,24,38,43,12.5,311
9/19/2013,1,3,13,15,32,10.5,218
9/20/2013,4,24,30,35,43,14.5,405.5
9/21/2013,12,17,30,35,40,14,420
9/22/2013,7,9,14,28,32,9,197
9/23/2013,4,7,9,29,35,9.5,239
9/24/2013,4,5,12,25,34,9.5,246
9/25/2013,6,13,30,37,38,14.5,283.5
9/26/2013,1,9,11,21,38,9,191.5
9/27/2013,9,15,30,31,38,12.5,271.5
9/28/2013,15,18,23,39,41,13.5,359.5
9/29/2013,1,10,11,14,18,7.5,125.5
9/30/2013,5,17,20,24,33,9.5,213.5
10/1/2013,3,4,22,27,36,11,241.5
10/2/2013,5,11,14,26,38,10,278.5
10/3/2013,4,7,17,20,27,7.5,145
10/4/2013,9,11,18,38,40,12,344.5
10/5/2013,8,11,19,25,38,9,197
10/6/2013,17,18,20,21,42,13.5,317.5
10/7/2013,1,2,9,37,41,13,307
10/8/2013,20,23,26,36,39,13.5,285
10/9/2013,1,5,31,37,41,15,348.5
10/10/2013,4,16,20,27,33,11.5,281
10/11/2013,5,15,29,33,37,11.5,301
10/12/2013,1,6,11,36,43,12,291.5
10/13/2013,1,5,10,31,38,10.5,233
10/14/2013,2,21,34,36,39,13.5,321.5
10/15/2013,3,4,18,36,43,14.5,301.5
10/16/2013,16,18,35,37,38,15.5,452
10/17/2013,10,13,19,27,37,10,228.5
10/18/2013,7,12,19,32,36,10.5,262
10/19/2013,6,10,33,38,41,14.5,351.5
10/20/2013,16,24,25,32,33,13.5,295.5
10/21/2013,4,20,23,26,42,12,309.5
10/22/2013,2,3,18,21,31,10,240.5
10/23/2013,14,27,29,38,43,15.5,292.5
10/24/2013,16,33,38,39,40,16.5,388
10/25/2013,3,14,22,27,28,9.5,204.5
10/26/2013,6,13,15,22,29,9,213.5
10/27/2013,1,6,13,32,41,14,262.5
10/28/2013,8,22,26,32,41,13.5,430.5
10/29/2013,12,19,29,33,42,11.5,247.5
10/30/2013,10,12,13,29,30,9,205.5
10/31/2013,8,9,31,34,38,13.5,322
11/1/2013,11,16,21,25,40,12,356.5
11/2/2013,6,7,12,27,29,8,166.5
11/3/2013,3,8,12,23,34,8,151.5
11/4/2013,6,7,23,28,36,11,312.5
11/5/2013,1,6,9,22,31,8.5,184.5
11/6/2013,5,18,21,22,33,10,219
11/7/2013,3,7,25,28,41,10.5,294.5
11/8/2013,10,16,30,35,39,12.5,310
11/9/2013,1,2,8,17,42,10.5,257
11/10/2013,7,31,33,37,43,14,297
11/11/2013,2,4,20,27,31,10.5,208
11/12/2013,7,10,21,34,43,11.5,312.5
11/13/2013,8,10,11,23,24,8,142
11/14/2013,2,8,20,33,41,13,302.5
11/15/2013,4,8,18,22,27,8,136
11/16/2013,9,17,18,23,33,9.5,271
11/17/2013,19,20,21,28,35,11.5,277.5
11/18/2013,2,3,4,19,21,7.5,179.5
11/19/2013,11,18,23,31,35,11,295
11/20/2013,13,29,40,42,43,14,340
11/21/2013,8,26,27,28,37,12,337.5
11/22/2013,5,8,14,21,34,10,186.5
11/23/2013,1,7,18,25,36,10.5,263.5
11/24/2013,6,29,34,35,42,15,386
11/25/2013,5,19,21,29,38,10,252
11/26/2013,1,5,6,9,40,8.5,176.5
11/27/2013,7,18,25,26,34,11,277.5
11/28/2013,1,3,5,29,34,8,211
11/29/2013,23,26,27,37,43,15,421
11/30/2013,4,18,28,35,42,12.5,222.5
12/1/2013,2,6,8,27,42,10,309
12/2/2013,7,10,21,33,43,10,207
12/3/2013,5,12,28,37,40,12,351.5
12/4/2013,18,24,25,27,34,11.5,301.5
12/5/2013,2,4,5,13,41,10,292.5
12/6/2013,2,3,10,17,30,8,198.5
12/7/2013,1,11,23,28,33,9.5,220
12/8/2013,13,14,38,40,42,17,395.5
12/9/2013,1,3,5,12,28,6,92.5
12/10/2013,8,22,30,39,43,13.5,305.5
12/11/2013,16,29,35,36,40,14.5,416
12/12/2013,3,10,14,17,25,9,158.5
12/13/2013,2,10,22,35,43,12,299
12/14/2013,2,3,12,17,41,10,200
12/15/2013,9,15,24,35,43,13,348.5
12/16/2013,5,9,10,12,30,5.5,107.5
12/17/2013,2,12,13,34,41,13.5,363.5
12/18/2013,1,2,4,31,34,11,294
12/19/2013,13,17,19,28,35,10,222
12/20/2013,13,14,23,31,42,13,312.5
12/21/2013,1,11,33,35,37,12.5,274
12/22/2013,2,4,11,14,38,9.5,186.5
12/23/2013,9,17,25,32,42,13,287
12/24/2013,5,7,8,10,25,6.5,109
12/25/2013,5,17,21,26,35,10,219
12/26/2013,17,19,22,38,41,13.5,358
12/27/2013,9,16,17,25,37,11,225
12/28/2013,4,13,18,34,41,14,299.5
12/29/2013,2,13,24,29,39,11,211
12/30/2013,2,4,13,15,36,11.5,262
12/31/2013,14,22,25,28,38,12,322
1/1/2014,8,9,10,15,22,7,147.5
1/2/2014,11,19,23,38,43,12,264
1/3/2014,2,6,11,25,31,9,169
1/4/2014,3,11,32,36,39,13,290.5
1/5/2014,4,6,13,15,35,11,296.5
1/6/2014,9,18,32,33,42,14.5,282.5
1/7/2014,9,13,30,34,43,14.5,345.5
1/8/2014,12,13,15,19,23,8.5,163
1/9/2014,3,10,16,30,39,10.5,244
1/10/2014,28,29,30,37,41,14.5,438.5
1/11/2014,19,20,21,30,33,12,272.5
1/12/2014,1,5,13,24,33,9,161.5
1/13/2014,7,17,18,27,42,9.5,190.5
1/14/2014,3,9,16,17,43,10.5,271.5
1/15/2014,10,11,14,25,36,10.5,211
1/16/2014,1,8,13,39,42,13,273
1/17/2014,1,13,19,33,36,11,274.5
1/18/2014,3,8,13,28,31,8,114
1/19/2014,11,18,20,23,39,11.5,287
1/20/2014,9,19,24,30,42,11,273
1/21/2014,6,11,12,15,31,8.5,225
1/22/2014,5,11,15,39,40,12.5,302.5
1/23/2014,13,14,22,42,43,14,371
1/24/2014,5,14,17,19,38,10.5,269.5
1/25/2014,4,21,25,39,42,14.5,412.5
1/26/2014,9,23,26,29,42,12,305.5
1/27/2014,13,17,27,34,37,11,186
1/28/2014,1,5,6,15,29,8.5,144.5
1/29/2014,2,15,23,30,38,11.5,237.5
1/30/2014,8,10,20,21,24,9.5,196
1/31/2014,8,22,24,34,36,11.5,252
2/1/2014,5,12,14,16,29,8,153.5
2/2/2014,23,24,28,30,37,13,272
2/3/2014,1,6,18,36,41,14,308
2/4/2014,17,21,27,29,32,11,193
2/5/2014,2,3,11,21,26,8,179
2/6/2014,1,7,17,23,24,7,140.5
2/7/2014,3,14,19,29,31,9,185.5
2/8/2014,9,10,11,13,33,7.5,190
2/9/2014,3,4,12,40,42,13,383.5
2/10/2014,1,3,9,14,16,7,157
2/11/2014,10,22,23,33,38,11.5,354.5
2/12/2014,8,10,15,32,38,11.5,249.5
2/13/2014,6,7,9,20,31,9,202.5
2/14/2014,17,18,22,32,43,13.5,469.5
2/15/2014,5,12,13,21,42,9,190.5
2/16/2014,3,24,37,38,43,14,379
2/17/2014,1,4,16,27,31,9.5,182
2/18/2014,6,7,13,30,35,10.5,219.5
2/19/2014,5,6,11,27,28,8,181.5
2/20/2014,15,18,32,38,41,13.5,306.5
2/21/2014,1,14,18,25,42,12.5,272
2/22/2014,14,18,23,28,33,10.5,186.5
2/23/2014,6,21,25,28,29,10.5,224
2/24/2014,4,5,10,15,39,8,202.5
2/25/2014,5,10,23,38,43,11,295.5
2/26/2014,3,7,19,28,29,7,125
2/27/2014,6,29,30,39,41,14,481
2/28/2014,11,18,27,37,41,12.5,212.5
3/1/2014,1,6,13,26,33,9.5,226.5
3/2/2014,1,19,29,34,39,12.5,260.5
3/3/2014,12,19,27,28,40,11,289
3/4/2014,3,11,28,31,36,10.5,272
3/5/2014,6,8,9,15,21,8,156
3/6/2014,2,8,12,14,34,8.5,198.5
3/7/2014,2,4,9,11,25,6.5,111
3/8/2014,2,28,35,36,40,17,483.5
3/9/2014,16,26,34,36,40,17,317
3/10/2014,2,6,26,32,42,14,281.5
3/11/2014,8,22,31,39,43,13,312.5
3/12/2014,3,7,10,15,24,7.5,133
3/13/2014,1,14,18,41,43,15,378.5
3/14/2014,4,14,20,25,41,12.5,361
3/15/2014,2,6,12,20,21,8,126.5
3/16/2014,18,19,20,27,28,10.5,245
3/17/2014,5,10,19,26,43,9.5,196.5
3/18/2014,6,22,23,31,35,13,355.5
3/19/2014,7,26,35,40,42,16.5,352
3/20/2014,2,15,31,39,42,14.5,350
3/21/2014,1,4,15,26,33,11.5,256.5
3/22/2014,6,18,26,36,38,12.5,283.5
3/23/2014,19,26,30,32,40,13.5,316.5
3/24/2014,5,8,26,32,39,11.5,269.5
3/25/2014,1,10,35,39,43,15,392.5
3/26/2014,6,7,11,20,24,7.5,153
3/27/2014,2,3,5,31,41,11,327
3/28/2014,8,19,33,39,40,12.5,351.5
3/29/2014,7,11,14,15,24,7,135
3/30/2014,7,17,30,33,34,11,316.5
3/31/2014,14,17,29,31,33,11.5,255.5
4/1/2014,13,22,27,38,43,13.5,290
4/2/2014,4,10,20,21,42,11.5,274.5
4/3/2014,15,18,23,37,43,13,340.5
4/4/2014,3,12,25,28,42,10.5,255
4/5/2014,3,18,22,35,37,13.5,261.5
4/6/2014,2,16,26,36,39,13.5,254.5
4/7/2014,2,5,12,30,40,9.5,212
4/8/2014,5,12,19,30,35,9.5,215.5
4/9/2014,6,7,12,14,34,9,259.5
4/10/2014,10,29,33,35,36,14,373.5
4/11/2014,6,13,25,37,42,13.5,314
4/12/2014,3,20,22,23,26,10,264.5
4/13/2014,13,14,15,21,34,11.5,349.5
4/14/2014,1,7,30,34,35,12.5,267.5
4/15/2014,6,15,23,26,38,11.5,311
4/16/2014,2,3,27,35,36,12.5,321
4/17/2014,7,10,13,21,40,9.5,233.5
4/18/2014,17,20,32,35,41,15,391
4/19/2014,18,21,22,34,41,14.5,357
4/20/2014,2,5,25,26,41,11.5,321
4/21/2014,25,29,36,37,42,15,332
4/22/2014,5,9,11,19,38,7,141
4/23/2014,8,20,36,38,39,15.5,355.5
4/24/2014,3,17,39,40,42,14.5,417.5
4/25/2014,5,9,12,20,38,8,190.5
4/26/2014,13,26,29,34,40,14.5,285.5
4/27/2014,5,14,20,31,38,11.5,277.5
4/28/2014,10,15,19,39,42,12.5,291.5
4/29/2014,7,16,25,33,39,11,230.5
4/30/2014,1,7,24,33,36,11,225.5
5/1/2014,5,8,14,19,41,9,207
5/2/2014,4,15,29,34,39,13,357.5
5/3/2014,31,32,33,35,37,13.5,134
5/4/2014,3,19,24,37,42,13.5,293
5/5/2014,9,13,18,26,31,10,210.5
5/6/2014,4,7,8,13,39,8,194
5/7/2014,8,10,19,23,35,9,198.5
5/8/2014,14,16,21,31,33,12.5,379.5
5/9/2014,9,14,20,22,43,12,321.5
5/10/2014,9,13,29,38,41,12.5,334
5/11/2014,25,26,29,37,43,16.5,357
5/12/2014,1,16,29,36,40,15,471.5
5/13/2014,7,11,21,26,31,7.5,109
5/14/2014,6,7,15,37,39,13,297
5/15/2014,7,22,26,31,38,12,233.5
5/16/2014,6,14,17,20,31,10.5,193.5
5/17/2014,5,15,16,21,35,10.5,247
5/18/2014,10,21,33,36,40,13.5,338.5
5/19/2014,3,9,17,42,43,12,260.5
5/20/2014,17,19,22,31,32,12.5,248
5/21/2014,26,29,31,39,42,15,503
5/22/2014,3,8,30,32,40,13,422.5
5/23/2014,8,15,25,32,42,13,329
5/24/2014,5,12,16,21,24,8,157
5/25/2014,5,28,29,36,38,14,401
5/26/2014,16,33,34,36,41,16.5,451.5
5/27/2014,3,18,33,36,37,12.5,305.5
5/28/2014,3,10,14,29,42,10.5,265.5
5/29/2014,1,10,30,32,33,12,331
5/30/2014,4,9,26,27,28,10,194.5
5/31/2014,5,22,27,28,34,11,279.5
6/1/2014,1,6,14,39,43,11.5,295.5
6/2/2014,1,2,10,12,25,8.5,155
6/3/2014,18,24,29,34,35,12.5,243
6/4/2014,20,27,30,37,42,14.5,343.5
6/5/2014,2,23,24,25,39,11.5,312
6/6/2014,1,7,24,25,33,9.5,224
6/7/2014,5,16,20,21,29,9.5,197
6/8/2014,2,4,9,15,43,10,213.5
6/9/2014,2,11,13,15,37,10,221.5
6/10/2014,20,21,29,36,38,14,509
6/11/2014,2,13,16,19,40,11.5,266.5
6/12/2014,9,28,32,40,41,14,379.5
6/13/2014,6,17,18,24,43,11.5,252.5
6/14/2014,26,28,29,30,32,12.5,247.5
6/15/2014,6,9,16,29,32,10,279.5
6/16/2014,9,18,20,24,25,9.5,247.5
6/17/2014,13,18,19,24,37,11,283.5
6/18/2014,6,15,24,26,38,11.5,233.5
6/19/2014,8,12,18,20,36,9.5,217
6/20/2014,7,20,27,34,38,12.5,262
6/21/2014,3,8,14,27,34,10,202.5
6/22/2014,13,17,26,27,39,11,236.5
6/23/2014,6,7,10,27,37,9.5,242
6/24/2014,14,23,26,35,39,14,311.5
6/25/2014,9,17,25,33,41,12.5,257.5
6/26/2014,10,30,37,38,40,15.5,297
6/27/2014,6,19,23,27,40,10.5,236.5
6/28/2014,1,6,10,19,41,10,198.5
6/29/2014,2,17,27,29,35,10.5,273
6/30/2014,12,20,21,27,35,11,216.5
7/1/2014,5,19,28,34,38,11,238
7/2/2014,5,12,13,21,43,9.5,260
7/3/2014,12,14,15,16,37,12.5,274.5
7/4/2014,13,18,21,30,40,14,311
7/5/2014,11,14,37,38,39,13.5,377
7/6/2014,5,22,30,36,42,15,447
7/7/2014,5,7,10,25,28,6,126.5
7/8/2014,6,10,24,28,29,8.5,159
7/9/2014,10,16,22,26,31,10.5,236.5
7/10/2014,7,14,30,32,35,12,333
7/11/2014,3,12,22,29,31,9,141.5
7/12/2014,2,4,11,14,23,7.5,156.5
7/13/2014,7,14,19,22,23,7.5,147
7/14/2014,20,21,31,40,41,16.5,359
7/15/2014,5,16,23,39,42,13,310
7/16/2014,7,18,23,24,37,10.5,258.5
7/17/2014,4,7,16,28,41,11,243
7/18/2014,4,5,21,22,41,12.5,368.5
7/19/2014,5,13,19,26,34,9.5,169.5
7/20/2014,12,17,27,41,43,13.5,350
7/21/2014,2,19,22,32,40,13,282.5
7/22/2014,17,18,36,38,41,18,307.5
7/23/2014,11,12,22,28,39,10,222
7/24/2014,7,10,11,15,26,7.5,149
7/25/2014,1,5,25,31,34,11.5,339.5
7/26/2014,3,7,16,19,32,9,200.5
7/27/2014,1,5,22,28,36,10,210
7/28/2014,15,19,20,22,26,10.5,282
7/29/2014,20,21,25,26,36,13.5,291.5
7/30/2014,1,14,22,24,38,11.5,259.5
7/31/2014,24,26,28,36,41,16,361
8/1/2014,1,8,12,22,29,7.5,98
8/2/2014,1,2,6,24,34,11,287.5
8/3/2014,8,15,23,29,35,10.5,227.5
8/4/2014,1,6,7,25,34,10,216
8/5/2014,6,11,15,22,25,9,162.5
8/6/2014,2,3,15,19,28,8,153
8/7/2014,6,22,23,31,35,12.5,312
8/8/2014,4,23,37,38,41,16.5,353.5
8/9/2014,16,17,19,20,42,14,252.5
8/10/2014,4,13,21,24,42,11.5,186
8/11/2014,3,9,11,19,31,7.5,171
8/12/2014,5,23,29,30,37,11,262
8/13/2014,7,10,18,24,30,7.5,141.5
8/14/2014,15,23,25,33,42,13.5,515
8/15/2014,4,7,20,26,29,8.5,160.5
8/16/2014,2,4,21,23,31,9.5,164
8/17/2014,2,3,21,22,36,12,344.5
8/18/2014,20,30,35,38,41,16,417.5
8/19/2014,8,18,19,27,36,10.5,234.5
8/20/2014,1,6,9,17,23,8,169
8/21/2014,1,11,14,17,18,8.5,182.5
8/22/2014,4,7,19,22,37,8.5,174.5
8/23/2014,2,14,21,32,35,12.5,325.5
8/24/2014,7,19,36,37,40,13.5,313
8/25/2014,3,5,10,25,38,8.5,239.5
8/26/2014,14,23,28,29,31,11,214
8/27/2014,17,18,23,26,36,12.5,258.5
8/28/2014,7,8,9,35,43,12.5,428.5
8/29/2014,4,8,16,18,21,8.5,158.5
8/30/2014,11,17,27,29,39,10,247
8/31/2014,13,14,36,37,39,14,295
9/1/2014,20,25,26,30,43,14,417
9/2/2014,5,10,13,25,40,9.5,258
9/3/2014,8,12,18,19,28,7.5,144
9/4/2014,3,8,26,27,43,11.5,292.5
9/5/2014,6,14,15,25,32,11.5,316.5
9/6/2014,4,14,21,24,36,10.5,207
9/7/2014,7,17,28,33,35,10,243.5
9/8/2014,1,7,11,36,38,10,227.5
9/9/2014,10,30,35,38,40,16.5,333.5
9/10/2014,2,8,26,27,43,11.5,273
9/11/2014,3,9,15,31,35,11,227
9/12/2014,3,10,32,39,41,13.5,336.5
9/13/2014,22,30,31,32,35,15.5,409
9/14/2014,11,14,26,33,38,12,315.5
9/15/2014,7,17,19,35,37,10,210.5
9/16/2014,12,13,19,25,36,10.5,262
9/17/2014,3,5,8,25,40,9,189.5
9/18/2014,7,12,21,23,38,9,144
9/19/2014,7,8,16,19,43,10.5,249.5
9/20/2014,10,23,26,29,38,11.5,328
9/21/2014,1,8,16,35,38,14,419.5
9/22/2014,8,14,16,18,33,10.5,290.5
9/23/2014,8,16,20,23,37,11,248
9/24/2014,11,18,22,31,41,12.5,275
9/25/2014,2,12,30,36,42,15,429
9/26/2014,10,18,22,23,32,10.5,239.5
9/27/2014,9,32,34,41,43,15.5,394
9/28/2014,4,14,16,32,38,12.5,353.5
9/29/2014,6,17,26,41,42,14,317.5
9/30/2014,6,20,22,31,36,12.5,242
10/1/2014,10,13,18,23,24,8,170.5
10/2/2014,4,11,19,27,28,7,114.5
10/3/2014,7,19,26,39,41,12.5,259
10/4/2014,13,17,19,24,36,10,253.5
10/5/2014,5,7,26,27,39,9.5,208.5
10/6/2014,5,23,24,33,39,11,243
10/7/2014,2,10,21,25,35,10,238.5
10/8/2014,1,14,28,34,36,12.5,265.5
10/9/2014,1,5,9,18,43,9.5,245
10/10/2014,22,29,39,41,42,13,269
10/11/2014,3,7,10,33,36,9,282.5
10/12/2014,1,21,25,29,36,13,462.5
10/13/2014,13,14,17,33,36,12,232.5
10/14/2014,18,21,25,36,41,15,262
10/15/2014,2,13,28,34,39,13,286
10/16/2014,7,21,34,35,41,13,335
10/17/2014,14,19,27,30,31,11,203
10/18/2014,8,17,24,25,27,8.5,174.5
10/19/2014,1,5,14,28,42,11,252.5
10/20/2014,3,6,27,32,42,13,297.5
10/21/2014,2,4,10,33,43,11,282
10/22/2014,1,9,20,27,30,9.5,154
10/23/2014,12,13,14,34,38,13.5,393.5
10/24/2014,14,18,19,24,33,10.5,213.5
10/25/2014,4,8,11,12,14,7.5,129
10/26/2014,1,15,17,22,37,11.5,321
10/27/2014,10,24,32,37,38,14.5,397
10/28/2014,2,4,9,18,30,8.5,137
10/29/2014,2,6,25,32,34,13.5,358
10/30/2014,9,12,20,21,23,8.5,155
10/31/2014,1,12,28,41,42,15.5,394
11/1/2014,6,14,23,29,32,11,238.5
11/2/2014,11,16,24,31,34,12,261.5
11/3/2014,26,29,35,38,39,14,274.5
11/4/2014,26,27,29,31,40,13.5,311.5
11/5/2014,4,12,21,40,41,14,354.5
11/6/2014,8,28,30,36,43,14,333.5
11/7/2014,9,23,27,36,42,13,309.5
11/8/2014,11,12,19,28,41,10.5,262
11/9/2014,9,20,26,33,34,12.5,300.5
11/10/2014,2,8,11,18,42,10,245
11/11/2014,2,23,24,27,38,12,377.5
11/12/2014,8,17,19,28,36,10,182.5
11/13/2014,8,12,13,39,40,13,367
11/14/2014,1,13,30,38,41,13.5,387
11/15/2014,4,8,11,24,32,8,152
11/16/2014,3,7,32,35,36,13,362
11/17/2014,15,18,23,32,34,12.5,281
11/18/2014,1,4,14,28,30,8.5,148
11/19/2014,4,8,18,33,42,11.5,249.5
11/20/2014,1,13,23,26,36,11.5,280.5
11/21/2014,8,14,16,19,43,11.5,382.5
11/22/2014,1,9,17,38,42,13,240
11/23/2014,14,26,30,32,42,15.5,325.5
